receiver positions
924
 21 21 1
 21 21 1.250000e+00
 21 21 1.500000e+00
 21 21 1.750000e+00
 21 21 2
 21 21 2.250000e+00
 21 2.150000e+01 1
 21 2.150000e+01 1.250000e+00
 21 2.150000e+01 1.500000e+00
 21 2.150000e+01 1.750000e+00
 21 2.150000e+01 2
 21 2.150000e+01 2.250000e+00
 21 22 1
 21 22 1.250000e+00
 21 22 1.500000e+00
 21 22 1.750000e+00
 21 22 2
 21 22 2.250000e+00
 21 2.250000e+01 1
 21 2.250000e+01 1.250000e+00
 21 2.250000e+01 1.500000e+00
 21 2.250000e+01 1.750000e+00
 21 2.250000e+01 2
 21 2.250000e+01 2.250000e+00
 21 23 1
 21 23 1.250000e+00
 21 23 1.500000e+00
 21 23 1.750000e+00
 21 23 2
 21 23 2.250000e+00
 21 2.350000e+01 1
 21 2.350000e+01 1.250000e+00
 21 2.350000e+01 1.500000e+00
 21 2.350000e+01 1.750000e+00
 21 2.350000e+01 2
 21 2.350000e+01 2.250000e+00
 21 24 1
 21 24 1.250000e+00
 21 24 1.500000e+00
 21 24 1.750000e+00
 21 24 2
 21 24 2.250000e+00
 21 2.450000e+01 1
 21 2.450000e+01 1.250000e+00
 21 2.450000e+01 1.500000e+00
 21 2.450000e+01 1.750000e+00
 21 2.450000e+01 2
 21 2.450000e+01 2.250000e+00
 21 25 1
 21 25 1.250000e+00
 21 25 1.500000e+00
 21 25 1.750000e+00
 21 25 2
 21 25 2.250000e+00
 21 2.550000e+01 1
 21 2.550000e+01 1.250000e+00
 21 2.550000e+01 1.500000e+00
 21 2.550000e+01 1.750000e+00
 21 2.550000e+01 2
 21 2.550000e+01 2.250000e+00
 21 26 1
 21 26 1.250000e+00
 21 26 1.500000e+00
 21 26 1.750000e+00
 21 26 2
 21 26 2.250000e+00
 21 2.650000e+01 1
 21 2.650000e+01 1.250000e+00
 21 2.650000e+01 1.500000e+00
 21 2.650000e+01 1.750000e+00
 21 2.650000e+01 2
 21 2.650000e+01 2.250000e+00
 21 27 1
 21 27 1.250000e+00
 21 27 1.500000e+00
 21 27 1.750000e+00
 21 27 2
 21 27 2.250000e+00
 21 2.750000e+01 1
 21 2.750000e+01 1.250000e+00
 21 2.750000e+01 1.500000e+00
 21 2.750000e+01 1.750000e+00
 21 2.750000e+01 2
 21 2.750000e+01 2.250000e+00
 21 28 1
 21 28 1.250000e+00
 21 28 1.500000e+00
 21 28 1.750000e+00
 21 28 2
 21 28 2.250000e+00
 21 2.850000e+01 1
 21 2.850000e+01 1.250000e+00
 21 2.850000e+01 1.500000e+00
 21 2.850000e+01 1.750000e+00
 21 2.850000e+01 2
 21 2.850000e+01 2.250000e+00
 21 29 1
 21 29 1.250000e+00
 21 29 1.500000e+00
 21 29 1.750000e+00
 21 29 2
 21 29 2.250000e+00
 21 2.950000e+01 1
 21 2.950000e+01 1.250000e+00
 21 2.950000e+01 1.500000e+00
 21 2.950000e+01 1.750000e+00
 21 2.950000e+01 2
 21 2.950000e+01 2.250000e+00
 21 30 1
 21 30 1.250000e+00
 21 30 1.500000e+00
 21 30 1.750000e+00
 21 30 2
 21 30 2.250000e+00
 21 3.050000e+01 1
 21 3.050000e+01 1.250000e+00
 21 3.050000e+01 1.500000e+00
 21 3.050000e+01 1.750000e+00
 21 3.050000e+01 2
 21 3.050000e+01 2.250000e+00
 21 31 1
 21 31 1.250000e+00
 21 31 1.500000e+00
 21 31 1.750000e+00
 21 31 2
 21 31 2.250000e+00
 21 3.150000e+01 1
 21 3.150000e+01 1.250000e+00
 21 3.150000e+01 1.500000e+00
 21 3.150000e+01 1.750000e+00
 21 3.150000e+01 2
 21 3.150000e+01 2.250000e+00
 2.150000e+01 21 1
 2.150000e+01 21 1.250000e+00
 2.150000e+01 21 1.500000e+00
 2.150000e+01 21 1.750000e+00
 2.150000e+01 21 2
 2.150000e+01 21 2.250000e+00
 2.150000e+01 2.150000e+01 1
 2.150000e+01 2.150000e+01 1.250000e+00
 2.150000e+01 2.150000e+01 1.500000e+00
 2.150000e+01 2.150000e+01 1.750000e+00
 2.150000e+01 2.150000e+01 2
 2.150000e+01 2.150000e+01 2.250000e+00
 2.150000e+01 22 1
 2.150000e+01 22 1.250000e+00
 2.150000e+01 22 1.500000e+00
 2.150000e+01 22 1.750000e+00
 2.150000e+01 22 2
 2.150000e+01 22 2.250000e+00
 2.150000e+01 2.250000e+01 1
 2.150000e+01 2.250000e+01 1.250000e+00
 2.150000e+01 2.250000e+01 1.500000e+00
 2.150000e+01 2.250000e+01 1.750000e+00
 2.150000e+01 2.250000e+01 2
 2.150000e+01 2.250000e+01 2.250000e+00
 2.150000e+01 23 1
 2.150000e+01 23 1.250000e+00
 2.150000e+01 23 1.500000e+00
 2.150000e+01 23 1.750000e+00
 2.150000e+01 23 2
 2.150000e+01 23 2.250000e+00
 2.150000e+01 2.350000e+01 1
 2.150000e+01 2.350000e+01 1.250000e+00
 2.150000e+01 2.350000e+01 1.500000e+00
 2.150000e+01 2.350000e+01 1.750000e+00
 2.150000e+01 2.350000e+01 2
 2.150000e+01 2.350000e+01 2.250000e+00
 2.150000e+01 24 1
 2.150000e+01 24 1.250000e+00
 2.150000e+01 24 1.500000e+00
 2.150000e+01 24 1.750000e+00
 2.150000e+01 24 2
 2.150000e+01 24 2.250000e+00
 2.150000e+01 2.450000e+01 1
 2.150000e+01 2.450000e+01 1.250000e+00
 2.150000e+01 2.450000e+01 1.500000e+00
 2.150000e+01 2.450000e+01 1.750000e+00
 2.150000e+01 2.450000e+01 2
 2.150000e+01 2.450000e+01 2.250000e+00
 2.150000e+01 25 1
 2.150000e+01 25 1.250000e+00
 2.150000e+01 25 1.500000e+00
 2.150000e+01 25 1.750000e+00
 2.150000e+01 25 2
 2.150000e+01 25 2.250000e+00
 2.150000e+01 2.550000e+01 1
 2.150000e+01 2.550000e+01 1.250000e+00
 2.150000e+01 2.550000e+01 1.500000e+00
 2.150000e+01 2.550000e+01 1.750000e+00
 2.150000e+01 2.550000e+01 2
 2.150000e+01 2.550000e+01 2.250000e+00
 2.150000e+01 26 1
 2.150000e+01 26 1.250000e+00
 2.150000e+01 26 1.500000e+00
 2.150000e+01 26 1.750000e+00
 2.150000e+01 26 2
 2.150000e+01 26 2.250000e+00
 2.150000e+01 2.650000e+01 1
 2.150000e+01 2.650000e+01 1.250000e+00
 2.150000e+01 2.650000e+01 1.500000e+00
 2.150000e+01 2.650000e+01 1.750000e+00
 2.150000e+01 2.650000e+01 2
 2.150000e+01 2.650000e+01 2.250000e+00
 2.150000e+01 27 1
 2.150000e+01 27 1.250000e+00
 2.150000e+01 27 1.500000e+00
 2.150000e+01 27 1.750000e+00
 2.150000e+01 27 2
 2.150000e+01 27 2.250000e+00
 2.150000e+01 2.750000e+01 1
 2.150000e+01 2.750000e+01 1.250000e+00
 2.150000e+01 2.750000e+01 1.500000e+00
 2.150000e+01 2.750000e+01 1.750000e+00
 2.150000e+01 2.750000e+01 2
 2.150000e+01 2.750000e+01 2.250000e+00
 2.150000e+01 28 1
 2.150000e+01 28 1.250000e+00
 2.150000e+01 28 1.500000e+00
 2.150000e+01 28 1.750000e+00
 2.150000e+01 28 2
 2.150000e+01 28 2.250000e+00
 2.150000e+01 2.850000e+01 1
 2.150000e+01 2.850000e+01 1.250000e+00
 2.150000e+01 2.850000e+01 1.500000e+00
 2.150000e+01 2.850000e+01 1.750000e+00
 2.150000e+01 2.850000e+01 2
 2.150000e+01 2.850000e+01 2.250000e+00
 2.150000e+01 29 1
 2.150000e+01 29 1.250000e+00
 2.150000e+01 29 1.500000e+00
 2.150000e+01 29 1.750000e+00
 2.150000e+01 29 2
 2.150000e+01 29 2.250000e+00
 2.150000e+01 2.950000e+01 1
 2.150000e+01 2.950000e+01 1.250000e+00
 2.150000e+01 2.950000e+01 1.500000e+00
 2.150000e+01 2.950000e+01 1.750000e+00
 2.150000e+01 2.950000e+01 2
 2.150000e+01 2.950000e+01 2.250000e+00
 2.150000e+01 30 1
 2.150000e+01 30 1.250000e+00
 2.150000e+01 30 1.500000e+00
 2.150000e+01 30 1.750000e+00
 2.150000e+01 30 2
 2.150000e+01 30 2.250000e+00
 2.150000e+01 3.050000e+01 1
 2.150000e+01 3.050000e+01 1.250000e+00
 2.150000e+01 3.050000e+01 1.500000e+00
 2.150000e+01 3.050000e+01 1.750000e+00
 2.150000e+01 3.050000e+01 2
 2.150000e+01 3.050000e+01 2.250000e+00
 2.150000e+01 31 1
 2.150000e+01 31 1.250000e+00
 2.150000e+01 31 1.500000e+00
 2.150000e+01 31 1.750000e+00
 2.150000e+01 31 2
 2.150000e+01 31 2.250000e+00
 2.150000e+01 3.150000e+01 1
 2.150000e+01 3.150000e+01 1.250000e+00
 2.150000e+01 3.150000e+01 1.500000e+00
 2.150000e+01 3.150000e+01 1.750000e+00
 2.150000e+01 3.150000e+01 2
 2.150000e+01 3.150000e+01 2.250000e+00
 22 21 1
 22 21 1.250000e+00
 22 21 1.500000e+00
 22 21 1.750000e+00
 22 21 2
 22 21 2.250000e+00
 22 2.150000e+01 1
 22 2.150000e+01 1.250000e+00
 22 2.150000e+01 1.500000e+00
 22 2.150000e+01 1.750000e+00
 22 2.150000e+01 2
 22 2.150000e+01 2.250000e+00
 22 22 1
 22 22 1.250000e+00
 22 22 1.500000e+00
 22 22 1.750000e+00
 22 22 2
 22 22 2.250000e+00
 22 2.250000e+01 1
 22 2.250000e+01 1.250000e+00
 22 2.250000e+01 1.500000e+00
 22 2.250000e+01 1.750000e+00
 22 2.250000e+01 2
 22 2.250000e+01 2.250000e+00
 22 23 1
 22 23 1.250000e+00
 22 23 1.500000e+00
 22 23 1.750000e+00
 22 23 2
 22 23 2.250000e+00
 22 2.350000e+01 1
 22 2.350000e+01 1.250000e+00
 22 2.350000e+01 1.500000e+00
 22 2.350000e+01 1.750000e+00
 22 2.350000e+01 2
 22 2.350000e+01 2.250000e+00
 22 24 1
 22 24 1.250000e+00
 22 24 1.500000e+00
 22 24 1.750000e+00
 22 24 2
 22 24 2.250000e+00
 22 2.450000e+01 1
 22 2.450000e+01 1.250000e+00
 22 2.450000e+01 1.500000e+00
 22 2.450000e+01 1.750000e+00
 22 2.450000e+01 2
 22 2.450000e+01 2.250000e+00
 22 25 1
 22 25 1.250000e+00
 22 25 1.500000e+00
 22 25 1.750000e+00
 22 25 2
 22 25 2.250000e+00
 22 2.550000e+01 1
 22 2.550000e+01 1.250000e+00
 22 2.550000e+01 1.500000e+00
 22 2.550000e+01 1.750000e+00
 22 2.550000e+01 2
 22 2.550000e+01 2.250000e+00
 22 26 1
 22 26 1.250000e+00
 22 26 1.500000e+00
 22 26 1.750000e+00
 22 26 2
 22 26 2.250000e+00
 22 2.650000e+01 1
 22 2.650000e+01 1.250000e+00
 22 2.650000e+01 1.500000e+00
 22 2.650000e+01 1.750000e+00
 22 2.650000e+01 2
 22 2.650000e+01 2.250000e+00
 22 27 1
 22 27 1.250000e+00
 22 27 1.500000e+00
 22 27 1.750000e+00
 22 27 2
 22 27 2.250000e+00
 22 2.750000e+01 1
 22 2.750000e+01 1.250000e+00
 22 2.750000e+01 1.500000e+00
 22 2.750000e+01 1.750000e+00
 22 2.750000e+01 2
 22 2.750000e+01 2.250000e+00
 22 28 1
 22 28 1.250000e+00
 22 28 1.500000e+00
 22 28 1.750000e+00
 22 28 2
 22 28 2.250000e+00
 22 2.850000e+01 1
 22 2.850000e+01 1.250000e+00
 22 2.850000e+01 1.500000e+00
 22 2.850000e+01 1.750000e+00
 22 2.850000e+01 2
 22 2.850000e+01 2.250000e+00
 22 29 1
 22 29 1.250000e+00
 22 29 1.500000e+00
 22 29 1.750000e+00
 22 29 2
 22 29 2.250000e+00
 22 2.950000e+01 1
 22 2.950000e+01 1.250000e+00
 22 2.950000e+01 1.500000e+00
 22 2.950000e+01 1.750000e+00
 22 2.950000e+01 2
 22 2.950000e+01 2.250000e+00
 22 30 1
 22 30 1.250000e+00
 22 30 1.500000e+00
 22 30 1.750000e+00
 22 30 2
 22 30 2.250000e+00
 22 3.050000e+01 1
 22 3.050000e+01 1.250000e+00
 22 3.050000e+01 1.500000e+00
 22 3.050000e+01 1.750000e+00
 22 3.050000e+01 2
 22 3.050000e+01 2.250000e+00
 22 31 1
